name,type,level,recipe
Caresseur en Plume de Tofu Maléfique,Objet d'élevage,60,"['Groin de Sanglier', 'Aile de Bourdard', 'Plume de Tofu Maléfique', 'Miroir de Dopeul', ""Glande d'Arak-haï""]"
Potion Religieuse,Potion,60,"['Avoine', 'Dose de jus goûtu', 'Menthe Religieuse']"
Friture Amaknéenne Fortifiante,Viande comestible,60,"['Avoine', 'Huile à frire', 'Bidoche Ladre']"
Étonnante Potion de Percepteur,Potion de conquête,60,"['Tambour de Gobaladée', 'Oreilles du Tiwabbit', 'Pince du Crabe', 'Pierre de Dopeul', 'Pépite']"
Briochette,Pain,60,"['Trèfle à 5 feuilles', 'Houblon', 'Cendres Éternelles']"
Coffre intrigant,Coffre,60,[]
Boîte de fragments intrigante,Boîte de fragments,60,[]
Coffre de Brumen,Coffre,60,[]
Bûche de Chêne,Friandise,60,"['Levure de Boulanger', 'Avoine', 'Sève de Chêne']"
Friture Amaknéenne,Viande comestible,60,"['Avoine', 'Huile à frire', 'Viande Ladre']"
Carpette Vapeur,Poisson comestible,60,"['Trèfle à 5 feuilles', 'Carpette des sables', 'Épices']"
Carpe Vapeur,Poisson comestible,60,"['Trèfle à 5 feuilles', ""Carpe d'Iem"", 'Épices']"
Briochette magique,Pain,60,[]
Abreuvoir en Bambou,Objet d'élevage,60,[]
Baffeur en Bambou,Objet d'élevage,60,[]
Foudroyeur en Bambou,Objet d'élevage,60,[]
Potion d'enclos de Guilde,Potion de téléportation,60,[]
Mangeoire en Bambou,Objet d'élevage,60,[]
Élixir uchronique mineur (lié),Potion,60,[]
Potion de Soin supérieure,Potion,60,[]
Multygely,Friandise,60,[]
Muta,Ressources obsolètes,60,[]
Le Saut Sifflard,Objet utilisable,60,[]
Élixir uchronique mineur,Potion,60,[]
Coffre intrigant de loterie,Coffre,60,[]
Rougely,Friandise,58,[]
Domo,Ressources obsolètes,57,[]
Sak mineure,Ressources obsolètes,56,[]
Vertgely,Friandise,56,[]
Museau de Rat Luisant,Ressources obsolètes,56,[]
Foudroyeur de Blop Royal,Objet d'élevage,55,"['Cuir de Porkass', 'Moustache de Kolérat', 'Essence du Blop Royal', 'Lamelle de Champa Vert', 'Gratrooll', ""Écailles d'Ouroboulos""]"
Yoche,Ressources obsolètes,55,[]
Baffeur de Gelée Royale,Objet d'élevage,55,"['Patte de Corbac', 'Coque Endommagée', 'Carapace Rouge', 'Lame brisée de Lichangoro', 'Essence de la Gelée Royale', 'Queue de Scordion Bleu']"
Mangeoire du Kanniboul Ebil,Objet d'élevage,55,"['Poils de Barbe du Bwork Mage', 'Queue du Mulou', 'Peau de Krambwork', 'Plume de Gélikan', 'Essence du Kanniboul Ebil', 'Lamelle de Champa Rouge']"
Blugely,Friandise,54,['Gelée Bleutée']
Pétunia,Ressources obsolètes,53,[]
Teleb mineure,Ressources obsolètes,51,[]
Parchemin vierge,Parchemin de recherche,50,"[""Poil d'Ouginak"", 'Cuir de Porkass', 'Pépite']"
Pain de Mie,Pain,50,"['Sauge', 'Avoine', 'Haricot']"
Salade Sufokienne,Viande comestible,50,"['Orge', 'Feuille de Salace', 'Viande Tendre']"
Potion de Croque-mort,Potion de conquête,50,"['Dent de Wabbit', 'Gland', 'Sang de Vampire', 'Main de Boo', 'Os rongé de Gobichon']"
Potion Dantegoulesque,Potion,50,[]
Poisson Pané Frit,Poisson comestible,50,"['Sauge', 'Poisson Pané', 'Sang de Scorbute']"
Poisson Igloo Frit,Poisson comestible,50,"['Sauge', 'Poisson Igloo', 'Sang de Scorbute']"
Caresseur de Rakoopeur,Objet d'élevage,50,"['Bout de Blop Indigo', 'Résine', 'Pic de Lance de Gobet', 'Pom de Pin', 'Corne de Buffalourd', 'Essence de Rakoopeur']"
Potion de Vigile,Potion de conquête,50,[]
Ougah,Ressources obsolètes,50,[]
Apéwicube,Objet utilisable,50,[]
Potion de Guérisseur,Potion de conquête,50,"[""Langue d'Épouvanteur"", 'Aile du Tofu Maléfique', 'Poils du Milimulou', 'Oreille de Foufayteur', 'Pétale de Gloutoblop']"
Potion Ghetto Raide,Potion,50,"['Trèfle à 5 feuilles', 'Orge', 'Graisse Gélatineuse']"
Œuf de Larve Dorée,Potion,50,[]
Salade Sufokienne Fortifiante,Viande comestible,50,"['Orge', 'Feuille de Salace', 'Bidoche Tendre']"
Parchemin Doré,Parchemin d'expérience,50,[]
Potion d'oubli de sort,Potion,50,[]
Potion d'Éclaireur,Potion de conquête,50,"['Tronc de Kokoko', 'Ailes de Scarafeuille Bleu', 'Écaille de Crocodaille', 'Bourse Suspecte', 'Lamelle de Champa Bleu']"
Boble mineure,Ressources obsolètes,48,[]
Nyoro,Ressources obsolètes,46,[]
Cocawotte,Potion de téléportation,45,[]
Abreuvoir du Wa Wabbit,Objet d'élevage,45,"['Bout de Blop Coco', 'Écaille de Dragoss Ardoise', 'Tatouage de Mauvais Garçon', 'Nageoire de Compétition', 'Patte de Tofu Dodu', 'Essence du Wa Wabbit']"
Mangeoire de la Bworkette,Objet d'élevage,45,"['Épaulière de Bwork', 'Botte trouée de Mégabwork', 'Pince de Crabe Hijacob', 'Essence de la Bworkette', 'Lamelle de Champa Rouge']"
Abreuvoir du Mantiscore,Objet d'élevage,45,"['Bout de Blop Griotte', 'Peau de Draguaindrop', 'Sceau Royal Contrefait', 'Serviette de Plage', 'Cendres de Tofutoflamme', 'Essence du Mantiscore']"
Dragofesse du Directeur Grunob,Objet d'élevage,45,"['Bec du Kwak de Glace', 'Pic de Lance de Gobet', 'Canine de Gobelin', 'Peau de Larve Dorée', 'Essence du Directeur Grunob']"
Foudroyeur du Kwakwa,Objet d'élevage,45,"['Cuir du Cochon de Lait', 'Plume de Crowneille', 'Pierre Médicinale', 'Essence du Kwakwa', 'Lamelle de Champa Vert']"
Dragofesse de la Shin Larve,Objet d'élevage,45,"['Bombe de Graboule', 'Ongle de Kanigrou', 'Bulbe Passaoh', 'Branche de Tiwabbit Kiafin', 'Essence de la Shin Larve']"
Baffeur du Corailleur Magistral,Objet d'élevage,45,"['Coque Endommagée', 'Carapace Bleue', 'Poil de Renarbo', 'Essence du Corailleur Magistral', 'Queue de Fennex']"
Foudroyeur du Chafer Rōnin,Objet d'élevage,45,"['Cuir de Porkass', 'Moustache de Kolérat', 'Épaulière de Bwork', 'Essence du Chafer Rōnin', ""Écailles d'Ouroboulos""]"
Dagob mineure,Ressources obsolètes,45,[]
Caresseur des Forgerons,Objet d'élevage,45,"['Noisette', 'Peau de serpentin', 'Miroir de Dopeul', 'Essence des Forgerons', ""Glande d'Arak-haï""]"
Abragland,Objet utilisable,44,[]
Bihilète,Ressources obsolètes,44,[]
Dynamo,Ressources obsolètes,41,[]
Potion Agare,Potion,40,"['Orge', 'Oignon', 'Trèfle Agare']"
Remarquable Potion de Percepteur,Potion de conquête,40,"['Aile du Tofu Maléfique', 'Os Invisible du Chafer Invisible', 'Pépite', 'Antennes de Vilinsekt']"
Coffre rouillé de loterie,Coffre,40,[]
Potion de Bivoak,Potion de téléportation,40,"['Poudre Temporelle', 'Potion de Foyer', 'Feuille de Kaliptus', 'Élixir uchronique mineur']"
Boîte de fragments rouillée,Boîte de fragments,40,[]
Papillote au Citron,Viande comestible,40,"['Orge', 'Citron', 'Viande Minérale']"
Poisson-Chaton Fumé,Poisson comestible,40,"['Sauge', 'Poisson-Chaton', 'Cerise']"
Poisson-Tigre Fumé,Poisson comestible,40,"['Sauge', 'Cerise', 'Poisson-Tigre']"
Potion d'Otomaï,Potion de téléportation,40,"['Coccyx du Corailleur', 'Bulbe Kouraçao', 'Bulbe Malibout', 'Bulbe Passaoh', 'Bulbe Morito']"
Pain aux Flocons d'Avoine,Pain,40,"['Sauge', 'Avoine', 'Aubergine']"
Potion de Soin,Potion,40,"['Trèfle à 5 feuilles', 'Orge', 'Oignon']"
Bûche de Noyer,Friandise,40,"['Levure de Boulanger', 'Orge', 'Sève de Noyer']"
Potion de Mériana,Potion de téléportation,40,"['Eau Potable', 'Aile du Tofu Maléfique', 'Trèfle à 5 feuilles', 'Boue du Boo', 'Dent de Crocodaille']"
Papillote Fortifiante au Citron,Viande comestible,40,"['Orge', 'Citron', 'Bidoche Minérale']"
Pain aux Flocons d'Avoine Aurifère,Pain,40,"['Sauge', 'Avoine Aurifère', 'Aubergine']"
Coffre rouillé,Coffre,40,[]
Hydromiel,Boisson,40,[]
Pikmi mineure,Ressources obsolètes,37,[]
Potion de Foyer de Guilde,Potion de téléportation,35,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Potion de Foyer']"
Caresseur de Boostache,Objet d'élevage,35,"['Défense du Sanglier', 'Souris verte', 'Papier Charbon', 'Essence de Boostache', ""Glande d'Arak-haï""]"
Dragofesse du Scarabosse Doré,Objet d'élevage,35,"['Bourgeon de Pirolienne', 'Poil de Vétauran', 'Bulbe Malibout', 'Moustaches de Tiwabbit', 'Essence du Scarabosse Doré']"
Horize mineure,Ressources obsolètes,35,[]
Mangeoire de Batofu,Objet d'élevage,35,"['Poils de Barbe du Bwork Mage', 'Oreille de Médibwork', 'Étoffe de Rat Bougri', 'Essence de Batofu', 'Lamelle de Champa Marron']"
Abreuvoir de Kankreblath,Objet d'élevage,35,"['Bout de Blop Reinette', 'Peau de Dragnarok', 'Tatouage de Mauvais Garçon', 'Fluide Glacial', 'Essence de Kankreblath']"
Hulhu mineure,Ressources obsolètes,32,[]
Parchemin de la Maîtrise d'Arme,Parchemin de sortilège,30,[]
Roulade de Carne Fortifiante,Viande comestible,30,"['Blé', 'Bidoche Frelatée']"
Fougasse,Pain,30,"['Orge', 'Ortie']"
Squelette en canette,Bière,30,[]
Cervoâz aux œufs,Bière,30,[]
Coup de martaupe,Bière,30,[]
Remords doré,Bière,30,[]
Pilsi-pili,Bière,30,[]
Broue des égouts,Bière,30,[]
Coffre de Frakacia,Coffre,30,[]
Potion Raide Dite,Potion,30,"['Blé', 'Sauge']"
Proxima,Ressources obsolètes,30,[]
Bâton de Crabe Exotique,Poisson comestible,30,"['Ortie', 'Crabe Sourimi Exotique']"
Riktus Bockus,Bière,30,[]
Corne du grand chef,Bière,30,[]
Bière des compagnons,Bière,30,[]
Jus de cawotte fwelaté,Boisson,30,[]
Bolée du bolet,Bière,30,[]
Roulade de Carne,Viande comestible,30,"['Blé', 'Viande Frelatée']"
Pinte des Pandissidans,Bière,30,[]
Gobelet zoth,Bière,30,[]
Rousse mousse,Bière,30,[]
Bière de Nowel,Bière,30,[]
Parchemin de la Flamèche,Parchemin de sortilège,30,[]
Bâton de Crabe,Poisson comestible,30,"['Ortie', 'Crabe Sourimi']"
Blopisier empoisonné,Pain,30,"['Bol', 'Cerise', 'Bout de Blop Reinette', 'Graine de Scorbute']"
Tourmenteuze,Bière,30,[]
Cuvée bwork,Bière,30,[]
Poil du chienchien,Bière,30,[]
Tord-boyaux,Boisson,30,[]
Plat d'accompagnement,Friandise,30,[]
Lente lampée,Bière,30,[]
Vieille woteuse,Bière,30,[]
Moumoules frites,Poisson comestible,30,[]
Verre glacé,Bière,30,[]
Sombre chope artisanale,Bière,30,[]
Demi sans alcool,Bière,30,[]
Steak sauce chasseur,Viande comestible,30,[]
Potion de Diligence,Potion de téléportation,25,"['Menthe Sauvage', 'Longue-vue de Gob-Trotteur', 'Œil de Craquelope']"
Baffeur du Bouftou Royal,Objet d'élevage,25,"['Charnière Cassée', 'Carapace Jaune', 'Plume de Buveur', 'Essence du Bouftou Royal', 'Queue de Scordion Bleu']"
Parchemin d'Ivoire,Parchemin d'expérience,25,[]
Butor mineure,Ressources obsolètes,25,[]
Baffeur de Kardorim,Objet d'élevage,25,"['Carapace Rouge', 'Griffe de Robionicle', 'Plume de Corbac Apprivoisé', 'Essence de Kardorim', 'Œil de Léolhyène']"
Pého mineure,Ressources obsolètes,23,[]
Kyoub mineure,Ressources obsolètes,22,[]
Nisitik Miditik,Objet utilisable,21,[]
Cawotte Maudite,Objet utilisable,21,[]
Parchemin d'Invocation du Chaferfu,Parchemin de sortilège,20,[]
Bûche de Châtaignier,Friandise,20,"['Orge', 'Sève de Châtaignier']"
Beignet Astrubien,Viande comestible,20,"['Blé', 'Viande Faisandée']"
Beignet Astrubien Fortifiant,Viande comestible,20,"['Blé', 'Bidoche Faisandée']"
Carasau,Pain,20,"['Orge', 'Ortie']"
Coffre insignifiant de loterie,Coffre,20,[]
Coffre insignifiant,Coffre,20,[]
Coffre de loterie,Coffre,20,[]
Truite Flambée,Poisson comestible,20,"['Ortie', 'Truite']"
Sucre d'Orge,Friandise,20,"['Ortie', 'Orge en Sucre']"
Potion de cité : Brâkmar (liée),Potion de téléportation,20,[]
Potion de Percepteur,Potion de conquête,20,"['Sourcil de Moskito', 'Épine du Champ Champ', 'Pépite']"
Coffre de Dédé Toure Neman,Coffre,20,[]
Cervelle de vampire,Objet utilisable,20,[]
Potion de Temple des alliances,Potion de téléportation,20,"['Oreille du Grand Pa Wabbit', 'Plume de Crowneille']"
Truite Ancestrale Flambée,Poisson comestible,20,"['Ortie', 'Truite Ancestrale']"
Potion de cité : Bonta (liée),Potion de téléportation,20,[]
Potion de Kolizéum,Potion de téléportation,20,"['Lait de Cochon de Lait', 'Estomac de Tofu Ventripotent']"
Parchemin du Foudroiement de Grunob,Parchemin de sortilège,20,[]
Potion de Mini Soin Supérieure,Potion,20,"['Blé', 'Sauge']"
Potion de Chasseur de Trésor,Potion de téléportation,20,"['Langue de Gargrouille', 'Dent de Larve Champêtre', 'Fluide Glacial']"
Boîte de fragments insignifiante,Boîte de fragments,20,[]
Potion de cité : Brâkmar,Potion de téléportation,20,"['Seigle', 'Pépite']"
Potion de cité : Bonta,Potion de téléportation,20,"['Riz', 'Pépite']"
Potion de Divination,Potion,20,"['Blé', 'Sauge Divine au Rhum']"
Brioche à la viande de bouftou,Pain,20,"['Mesure de sel', 'Mesure de Poivre', 'Briochette', 'Viande Faisandée']"
Domo mineure,Ressources obsolètes,17,[]
Grande Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,15,[]
Elixir Ecaflip,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Ongle de Kanigrou']"
Elixir Osamodas,Potion de téléportation,15,"['Os de Chafer', 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Foudroyeur de Mob l'Éponge,Objet d'élevage,15,"['Graine de Scorbute', 'Cuir de Porkass', 'Feuille de Tikoko', 'Boulon Wabbit', ""Essence de Mob l'Éponge""]"
Elixir Eliotrope,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Œil de Raul Mops']"
Potion de Bibliotemple,Potion de téléportation,15,"['Os de Chafer', 'Ongle de Kanigrou']"
Elixir Crâ,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Groin de Sanglier des Plaines']"
Elixir Iop,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Cervelle de Bouftou Noir']"
Elixir Féca,Potion de téléportation,15,"[""Intestin d'Araknosé"", 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Elixir Enutrof,Potion de téléportation,15,"['Boue du Boo', 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Elixir Sram,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Crocs de Rats']"
Elixir Steamer,Potion de téléportation,15,"['Pince du Crabe', 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Elixir Pandawa,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Tatouage de Mauvais Garçon']"
Elixir Sacrieur,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Sang de Bouftou']"
Elixir Sadida,Potion de téléportation,15,"['Dent de Wabbit', 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Elixir Xélor,Potion de téléportation,15,"[""Poils d'Arakne Malade"", 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Abreuvoir du Tournesol Affamé,Objet d'élevage,15,"['Bout de Blop Indigo', 'Écaille de Dragoss Argile', 'Sceau Royal Contrefait', 'Nageoire de Compétition', 'Essence du Tournesol Affamé']"
Yoche mineure,Ressources obsolètes,15,[]
Grande Fée d'Artifice Rouge Virevoltante,Fée d'artifice,15,"['Capsule Explosive', ""Fée d'Artifice Rouge Virevoltante""]"
Elixir Eniripsa,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', ""Œil d'Arakmuté""]"
Grande Fée d'Artifice Verte Virevoltante,Fée d'artifice,15,"['Capsule Explosive', ""Fée d'Artifice Verte Virevoltante""]"
Grande Fée d'Artifice Bleue Virevoltante,Fée d'artifice,15,"['Capsule Explosive', ""Fée d'Artifice Bleue Virevoltante""]"
Grande Fée d'Artifice Jaune Virevoltante,Fée d'artifice,15,"['Capsule Explosive', ""Fée d'Artifice Jaune Virevoltante""]"
Elixir Roublard,Potion de téléportation,15,"['Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo', 'Œil de Kwoan']"
Elixir Zobal,Potion de téléportation,15,"[""Bourgeon d'Abraknyde"", 'Bout de Blop Coco', 'Bout de Blop Reinette', 'Bout de Blop Griotte', 'Bout de Blop Indigo']"
Fée d'Artifice Verte Virevoltante,Fée d'artifice,14,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Verte Virevoltante""]"
Fée d'Artifice Bleue Virevoltante,Fée d'artifice,14,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Bleue  Virevoltante""]"
Fée d'Artifice Rouge Virevoltante,Fée d'artifice,14,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Rouge Virevoltante""]"
Fée d'Artifice Jaune Virevoltante,Fée d'artifice,14,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Jaune Virevoltante""]"
Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,14,[]
Petite Fée d'Artifice Bleue  Virevoltante,Fée d'artifice,13,"['Peau de Larve Bleue', ""Poudre d'Artifice""]"
Pétunia mineure,Ressources obsolètes,13,[]
Petite Fée d'Artifice Verte Virevoltante,Fée d'artifice,13,"['Peau de Larve Verte', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Jaune Virevoltante,Fée d'artifice,13,"['Aile de Dragodinde', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Rouge Virevoltante,Fée d'artifice,13,"['Peau de Larve Orange', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Multicolore Virevoltante,Fée d'artifice,13,[]
Grande Fée d'Artifice Bleue Crépitante,Fée d'artifice,12,"['Capsule Explosive', ""Fée d'Artifice Bleue Crépitante""]"
Grande Fée d'Artifice Rouge Crépitante,Fée d'artifice,12,"['Capsule Explosive', ""Fée d'Artifice Rouge Crépitante""]"
Grande Fée d'Artifice Verte Crépitante,Fée d'artifice,12,"['Capsule Explosive', ""Fée d'Artifice Verte Crépitante""]"
Grande Fée d'Artifice Multicolore Crépitante,Fée d'artifice,12,[]
Grande Fée d'Artifice Jaune Crépitante,Fée d'artifice,12,"['Capsule Explosive', ""Fée d'Artifice Jaune Crépitante""]"
Fée d'Artifice Rouge Crépitante,Fée d'artifice,11,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Rouge Crépitante""]"
Fée d'Artifice Bleue Crépitante,Fée d'artifice,11,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Bleue Crépitante""]"
Fée d'Artifice Verte Crépitante,Fée d'artifice,11,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Verte Crépitante""]"
Fée d'Artifice Jaune Crépitante,Fée d'artifice,11,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Jaune Crépitante""]"
Fée d'Artifice Multicolore Crépitante,Fée d'artifice,11,[]
Boulette de Viande,Viande comestible,10,['Viande Hachée']
Bouillon de Chair Fortifiant,Viande comestible,10,['Bidoche Intangible']
Beignet de Greuvette Horreur,Poisson comestible,10,['Greuvette Horreur']
Pain Doré,Pain,10,"[""Blé d'Or""]"
Coffre de Fouduglen,Coffre,10,[]
Petite Fée d'Artifice Bleue Crépitante,Fée d'artifice,10,"['Bout de Blop Indigo', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Jaune Crépitante,Fée d'artifice,10,"['Bout de Blop Coco', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Multicolore Crépitante,Fée d'artifice,10,[]
Ordre d'exécution.,Parchemin de recherche,10,[]
Potion Raide Mhor,Potion,10,['Ortie']
Michette,Pain,10,['Blé']
Potion de Rappel,Potion de téléportation,10,"['Eau Potable', 'Sauge']"
Beignet de Greuvette,Poisson comestible,10,['Greuvette']
Potion Droïde,Potion,10,['Ortie Roïde']
Bûche de Frêne,Friandise,10,['Sève de Frêne']
Petite Fée d'Artifice Rouge Crépitante,Fée d'artifice,10,"['Bout de Blop Griotte', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Verte Crépitante,Fée d'artifice,10,"['Bout de Blop Reinette', ""Poudre d'Artifice""]"
Goujon Kiye en Tranche,Poisson comestible,10,[]
Potion de Rappel (liée),Potion de téléportation,10,[]
Grande Fée d'Artifice Bleue Fontaine,Fée d'artifice,9,[]
Grande Fée d'Artifice Rouge Fontaine,Fée d'artifice,9,[]
Grande Fée d'Artifice Verte Fontaine,Fée d'artifice,9,[]
Grande Fée d'Artifice Jaune Fontaine,Fée d'artifice,9,[]
Grande Fée d'Artifice Multicolore Fontaine,Fée d'artifice,9,[]
Fée d'Artifice Multicolore Fontaine,Fée d'artifice,8,[]
Fée d'Artifice Verte Fontaine,Fée d'artifice,8,[]
Fée d'Artifice Bleue Fontaine,Fée d'artifice,8,[]
Fée d'Artifice Rouge Fontaine,Fée d'artifice,8,[]
Fée d'Artifice Jaune Fontaine,Fée d'artifice,8,[]
Petite Fée d'Artifice Verte Fontaine,Fée d'artifice,7,[]
Petite Fée d'Artifice Multicolore Fontaine,Fée d'artifice,7,[]
Petite Fée d'Artifice Jaune Fontaine,Fée d'artifice,7,"['Ailes de Scarafeuille Blanc', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Rouge Fontaine,Fée d'artifice,7,"['Ailes de Scarafeuille Rouge', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Bleue Fontaine,Fée d'artifice,7,"['Ailes de Scarafeuille Bleu', ""Poudre d'Artifice""]"
Grande Fée d'Artifice Bleue Tournoyante,Fée d'artifice,6,"['Capsule Explosive', ""Fée d'Artifice Bleue Tournoyante""]"
Grande Fée d'Artifice Rouge Tournoyante,Fée d'artifice,6,"['Capsule Explosive', ""Fée d'Artifice Rouge Tournoyante""]"
Nyoro mineure,Ressources obsolètes,6,[]
Grande Fée d'Artifice Jaune Tournoyante,Fée d'artifice,6,"['Capsule Explosive', ""Fée d'Artifice Jaune Tournoyante""]"
Grande Fée d'Artifice Multicolore Tournoyante,Fée d'artifice,6,[]
Grande Fée d'Artifice Verte Tournoyante,Fée d'artifice,6,"['Capsule Explosive', ""Fée d'Artifice Verte Tournoyante""]"
Mangeoire en Frêne,Objet d'élevage,5,"['Bois de Frêne', 'Chaîne de Robot Fléau']"
Baffeur en Frêne,Objet d'élevage,5,"['Bois de Frêne', 'Crème à bronzer']"
Fée d'Artifice Bleue Tournoyante,Fée d'artifice,5,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Bleue Tournoyante""]"
Fée d'Artifice Jaune Tournoyante,Fée d'artifice,5,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Jaune Tournoyante""]"
Fée d'Artifice Multicolore Tournoyante,Fée d'artifice,5,[]
Abreuvoir en Frêne,Objet d'élevage,5,"['Bois de Frêne', 'Groin de Sanglier des Plaines']"
Fée d'Artifice Verte Tournoyante,Fée d'artifice,5,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Verte Tournoyante""]"
Potion de Foyer,Potion de téléportation,5,"['Fruit de Palme', 'Graine de Pandouille', 'Pépite']"
Gâtrool Industriel,Viande comestible,5,[]
Foudroyeur en Frêne,Objet d'élevage,5,"['Bois de Frêne', 'Conque Marine']"
Fée d'Artifice Rouge Tournoyante,Fée d'artifice,5,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Rouge Tournoyante""]"
Bihilète mineure,Ressources obsolètes,4,[]
Petite Fée d'Artifice Bleue Tournoyante,Fée d'artifice,4,"['Antennes de Scarafeuille Bleu', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Jaune Tournoyante,Fée d'artifice,4,"['Antennes de Scarafeuille Blanc', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Rouge Tournoyante,Fée d'artifice,4,"['Antennes de Scarafeuille Rouge', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Verte Tournoyante,Fée d'artifice,4,"['Antennes de Scarafeuille Vert', ""Poudre d'Artifice""]"
Petite Fée d'Artifice Multicolore Tournoyante,Fée d'artifice,4,[]
Grande Fée d'Artifice Jaune,Fée d'artifice,3,"['Capsule Explosive', ""Fée d'Artifice Jaune""]"
Grande Fée d'Artifice Rouge,Fée d'artifice,3,"['Capsule Explosive', ""Fée d'Artifice Rouge""]"
Grande Fée d'Artifice Verte,Fée d'artifice,3,"['Capsule Explosive', ""Fée d'Artifice Verte""]"
Grande Fée d'Artifice Bleue,Fée d'artifice,3,"['Capsule Explosive', ""Fée d'Artifice Bleue""]"
Grande Fée d'Artifice Multicolore,Fée d'artifice,3,[]
Fée d'Artifice Multicolore,Fée d'artifice,2,[]
Fée d'Artifice Bleue,Fée d'artifice,2,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Bleue""]"
Fée d'Artifice Rouge,Fée d'artifice,2,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Rouge""]"
Fée d'Artifice Verte,Fée d'artifice,2,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Verte""]"
Fée d'Artifice Jaune,Fée d'artifice,2,"['Poudre de Perlinpainpain', ""Petite Fée d'Artifice Jaune""]"
Pandaburg,Bière,1,[]
Pandapiler,Bière,1,[]
Carré de Chocolat Blanc,Friandise,1,[]
Abreuvoir en Charme,Objet d'élevage,1,[]
Abreuvoir en Ébène,Objet d'élevage,1,[]
Abreuvoir en Bombu,Objet d'élevage,1,[]
Mangeoire en Chêne,Objet d'élevage,1,[]
Mangeoire en If,Objet d'élevage,1,[]
Mangeoire en Ébène,Objet d'élevage,1,[]
Mangeoire en Érable,Objet d'élevage,1,[]
Dragofesse Classique,Objet d'élevage,1,[]
Dragofesse en Cuir de Boostache Prépubère,Objet d'élevage,1,[]
Corne de Brume,Objet utilisable,1,[]
Mangeoire en Bois Envoûté,Objet d'élevage,1,[]
Mangeoire en Bois de Tronknyde,Objet d'élevage,1,[]
Dragofesse en Cuir de Porkass,Objet d'élevage,1,[]
Caresseur en Plume de Piou Vert,Objet d'élevage,1,[]
Caresseur en Plume de Corbac,Objet d'élevage,1,[]
