name,type,level,recipe,caracteristic,effect
Arc à Lamelles,Arc,183,"['Écorce de Champaknyde', 'Lamelle de Champbis', 'Galet brasillant', 'String en Cuir de la Mama Bwork', 'Pic de Pikténia', 'Ecaille de Kailleu', 'Essence de Roi Skaille', 'Pinceau du Tanukouï San']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 7', 'CC :25% (+15)', 'Force > 299 etIntelligence de base > 299']","['10 à 21 (dommages Terre)', '10 à 21 (dommages Feu)', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '251 à 300 Vitalité', '3 à 4% Coups Critiques', '9 à 12 Dommages', '301 à 400 Initiative', '11 à 20 Prospection', '5 à 7 % Résistance Air', '5 à 7 % Résistance Eau']"
Lame Assacre,Dague,182,"['Oeil de Korriandre', 'Incisive de Kami Givrefoux', 'Bandeau troué de Terre', ""Bandeau troué d'Air"", 'Dent de Cycloporth', 'Tourmaline', 'Essence de Bworker', 'Estomac de Bwork']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :20% (+3)']","['8 à 17 (dommages Neutre)', '6 à 10 (dommages Eau)', '6 à 10 (dommages Feu)', '251 à 300 Vitalité', '31 à 50 Chance', '31 à 50 Intelligence', '2 à 3% Coups Critiques', '7 à 10 Dommages', '6 à 10 Résistance Air', '6 à 10 % Résistance Air', '21 à 30 Sagesse', '16 à 25 Puissance', '3 à 5 Esquive PM', '1 Invocations', '201 à 300 Initiative']"
Az'tech,Épée,182,"[""Lingot d'Or"", 'Estomac du Perkü', 'Ecaille de Kailleu', 'Peau de Kailleu', 'Dent de Kailleu', 'Peau sale du Roi Skaille', 'Oreille de Médibwork', 'Essence de Roi Skaille']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+9)', 'Agilité de base > 199 etChance de base > 199 etForce > 199']","['31 à 50 (dommages Neutre)', '6 à 8 (vol Air)', '6 à 8 (vol Eau)', '-1 PA', '31 à 50 Chance', '31 à 50 Agilité', '31 à 50 Force', '21 à 30 Sagesse', '101 à 150 Vitalité', '4 à 5 Dommages', '11 à 15 Prospection', '5 à 7 % Résistance Eau', '5 à 7 % Résistance Air']"
Pelle Vétik,Pelle,181,"['Estomac du Perkü', 'Lamelle Fongique', 'Volve de Fongeur', 'Galet brasillant', 'Ethmoïde du Minotot', 'Dent de Kailleu', 'Essence de Korriandre', 'Peau de Rouquette']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+8)', 'Force > 199 etIntelligence de base > 199 etAgilité de base > 199']","['23 à 33 (dommages Neutre)', '12 à 22 (dommages Air)', '7 à 10 (vol Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 40 Sagesse', '1 PO', '301 à 400 Initiative', '16 à 25 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Feu', '7 à 10 Dommages Air', '4 à 5 Esquive PA', '-16 à 20 Résistance Poussée', '3 à 5 % Résistance Air']"
Ougarteau,Marteau,180,"['Osier Enchanté', 'Trompe de la Tromperelle', 'Langue du Champodonte', 'Lamelle de Champbis', 'Galet Solaire', ""Essence d'Ougah"", 'Viscères du Roi Skaille', 'Lunettes de Parashukouï', 'Ougalurette', 'Ougarteau', 'Ougamulette', 'Ougature']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :0%', 'Vitalité de base > 600']","['19 à 35 (dommages Neutre)', '2 à 7 (vol Eau)', '301 à 400 Vitalité', '31 à 40 Sagesse', '9 à 12 Dommages', '41 à 60 Puissance', '6 à 10 Prospection', '-301 à 400 Initiative', '3 à 4 Tacle', '3 à 4 % Résistance Feu', '3 à 4 % Résistance Terre', '1 Invocations']"
Kwache,Hache,180,"['Trompe de la Tromperelle', 'Huile de Pirate', 'Galet Solaire', 'Piraniak vapeur', 'Essence de Nagate', 'Eau de Kwapa', 'Concombre', 'Salopette Kwapa', 'Kwarapace', 'Kwaflaque', 'Kwache']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+5)']","['36 à 45 (dommages Neutre)', '7 à 12 (vol Air)', '201 à 250 Vitalité', '151 à 200 Initiative', '41 à 60 Agilité', '7 à 10 Résistance Critiques', '6 à 10 Résistance Neutre', '6 à 10 Résistance Eau', '21 à 30 Sagesse', '16 à 20 Prospection', '3 à 5 Fuite', '9 à 12 Dommages Air', '4 à 6 % Résistance Eau', '7 à 10 Retrait PA', '4 à 6% Coups Critiques', '1 Invocations']"
Kukri Kura,Épée,179,"['Kriptonite', 'Chaussette du Kimbo', 'Volve de Fistulor', 'Galet brasillant', 'Pic de Pikténia', 'Essence de Roi Skaille', 'Eau de Kwapa', 'Masque de Shinibaru']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+10)']","['10 à 21 (dommages Neutre)', '10 à 21 (dommages Neutre)', '31 à 50 Force', '21 à 30 Agilité', '26 à 40 Sagesse', '151 à 200 Vitalité', '2 à 3% Coups Critiques', '5 à 7 Dommages', '11 à 15 Prospection', '301 à 500 Initiative', '6 à 10 Résistance Neutre', '6 à 10 % Résistance Neutre']"
Pelle Dorado,Pelle,178,"['Laine de Maho Givrefoux', 'Laine de Yokaï Givrefoux', 'Cuir de Tengu Givrefoux', 'Incisive de Kami Givrefoux', 'Galet brasillant', 'Ecaille de Kailleu', 'Plume de Crocoplumes', 'Essence de Roi Skaille']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+8)', 'Chance de base > 250']","['25 à 37 (dommages Neutre)', '6 à 8 (vol Eau)', '151 à 200 Vitalité', '31 à 50 Chance', '31 à 40 Sagesse', '3 à 4% Coups Critiques', '1 Invocations', '21 à 30 Prospection', '5 à 7 Dommages Neutre', '10 à 14 Dommages Eau', '5 à 7 Résistance Feu', '5 à 7 Résistance Air', '5 à 7 % Résistance Eau', '4 à 5 Retrait PM', '5 à 7 Résistance Critiques']"
Marteau Minokers,Marteau,178,"['Pyrute', 'Chaussette du Kimbo', 'Tuf de Mofette', 'Oreille de Soryo Givrefoux', 'Galet acajou', 'Ecaille de Kailleu', 'Protection de Funespadon', 'Essence de Roi Skaille']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+10)', 'Intelligence de base > 350 etSagesse de base > 180']","['27 à 43 (dommages Neutre)', '4 à 6 (vol Feu)', '31 à 50 Intelligence', '201 à 250 Vitalité', '26 à 40 Sagesse', '2 Invocations', '5 à 7 Dommages', '5 à 7 Soins']"
Epée Kadille,Épée,177,"['Osier Enchanté', 'Cervelle de Courtilieur', 'Queue de Yomi Givrefoux', 'Oeil de Korriandre', 'Galet brasillant', 'Essence de Tengu Givrefoux', 'Poils magiques de Tanuki', 'Lunettes de Parashukouï']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+8)', 'Force > 200 etIntelligence de base > 200']","['21 à 30 (dommages Neutre)', '5 (vol Neutre)', '5 (vol Feu)', '201 à 250 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 40 Sagesse', '3 à 4% Coups Critiques', '7 à 10 Soins', '11 à 15 Prospection', '7 à 10 Résistance Eau', '7 à 10 Résistance Air', '4 à 5 Esquive PM', '4 à 5 Fuite', '3 à 5 % Résistance Eau', '5 à 8 Dommages']"
Baguette Nolog,Baguette,177,"['Perruque du Kimbo', 'Bave gluante', 'Cuir de Givrefoux', 'Queue de Yomi Givrefoux', 'Incisive de Kami Givrefoux', 'Galet brasillant', 'Essence de Tengu Givrefoux', 'Sarbacane en Bambou']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 4', 'CC :15% (+8)', 'Force > 200 etIntelligence de base > 200']","['20 à 34 (dommages Neutre)', '3 à 4 (vol Terre)', '201 à 250 Vitalité', '31 à 40 Force', '31 à 40 Intelligence', '31 à 40 Sagesse', '4 à 5% Coups Critiques', '5 à 7 Soins', '1 Invocations', '7 à 10 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Feu', '7 à 10 % Résistance Neutre', '4 à 5 Esquive PA', '4 à 5 Fuite']"
L'Épée Nice,Épée,177,"['Protection usagée du Bworker', 'Pierre de Fumrirolle', 'Incisive de Kami Givrefoux', 'Galet Solaire', ""Bandeau troué d'Air"", 'Carapace de Ver des Sables', 'Essence de Kimbo', 'Katana de Kwamouraï']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :20% (+15)', 'PM > 5']","['16 à 30 (dommages Neutre)', '31 à 50 Force', '26 à 40 Agilité', '101 à 150 Vitalité', '4 à 6% Coups Critiques', '1 PM', '200 Initiative', '6 à 10 Résistance Neutre', '6 à 10 Résistance Terre', '6 à 8 % Résistance Air', '6 à 8 % Résistance Feu', '6 à 8 % Résistance Eau']"
Hache à Lamelles,Hache,176,"['Tuf de Mofette', 'Laine de Tengu Givrefoux', 'Lamelle Fongique', 'Galet Solaire', 'Volve de Mérulor', 'Fragment de Zombibé', 'Essence de Korriandre', ""Akaslip d'Akakwa"", 'Hache à Lamelles', 'Bottines des sous-bois', 'Tranche des Sous-bois']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+15)', 'Chance de base > 450']","['11 à 23 (dommages Eau)', '11 à 23 (dommages Neutre)', '41 à 60 Chance', '201 à 250 Vitalité', '21 à 30 Sagesse', '3 à 4% Coups Critiques', '1 PO', '6 à 10 Dommages', '11 à 20 Prospection', '6 à 10 Résistance Terre']"
Dagues Imauve,Dague,176,"['Osier Enchanté', 'Laine de Yokaï Givrefoux', 'Queue de Yomi Givrefoux', 'Galet acajou', 'Oreille de Sphincter Cell', 'Langue de Morsquale', 'Œil de Kailleu', 'Essence de Tengu Givrefoux']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :25% (+5)', 'Intelligence de base > 300 etForce > 100']","['9 à 16 (dommages Neutre)', '7 à 12 (dommages Feu)', '201 à 250 Vitalité', '41 à 60 Intelligence', '41 à 50 Sagesse', '5 à 7 Soins', '1 Invocations', '201 à 300 Initiative', '16 à 25 Prospection', '9 à 12 Dommages Neutre', '9 à 12 Dommages Feu', '3 à 4 % Résistance Neutre', '5 à 7 % Résistance Terre']"
Rod Gerse,Bâton,176,"['Bois de Bambou Sombre', 'Planche en Bambou Sacré', 'Langue de Morsquale', 'Œil de Kailleu', 'Fragment de Zombibé', 'Essence de Minotot', 'Salopette Kwapa', 'Koinkoin de bain de Nagate']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+5)', 'Intelligence de base > 450']","['9 à 21 (dommages Feu)', '9 à 21 (dommages Neutre)', '201 à 250 Vitalité', '21 à 35 Sagesse', '31 à 50 Intelligence', '6 à 10 Dommages', '5 à 7 % Résistance Air', '5 à 7 % Résistance Neutre', '5 à 7 % Résistance Eau', '5 à 7 % Résistance Terre', '2 à 3 (vol Feu)']"
Arc Ontanporin,Arc,175,"['Oreille de Soryo Givrefoux', 'Cuir de Givrefoux', 'Laine de Yokaï Givrefoux', 'Laine de Tengu Givrefoux', 'Griffe de Blérauve', 'Galet brasillant', 'Essence de Kimbo', 'Eau de Kwapa']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 7', 'CC :25% (+15)', 'Chance de base > 250']","['8 à 15 (dommages Neutre)', '8 à 15 (dommages Eau)', '-1 PA', '151 à 200 Vitalité', '21 à 30 Chance', '31 à 40 Sagesse', '3 à 4% Coups Critiques', '21 à 30 Puissance', '11 à 20 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Feu', '7 à 10 Dommages Air', '7 à 10 Dommages Eau', '7 à 10 Résistance Air', '7 à 10 % Résistance Terre', '4 à 5 Retrait PA', '4 à 5 Fuite']"
Baguette Bainkuite,Baguette,175,"['Potion de métal précieux liquide', 'Scapula de Ben le Ripate', 'Tourmaline', 'Orbe céladon', 'Andésite', 'Chair de Zombrute', 'Poils magiques de Tanuki', 'Lunettes de Parashukouï']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 6', 'CC :15% (+5)', 'Agilité de base > 399']","['201 à 250 Vitalité', '41 à 60 Agilité', '31 à 40 Sagesse', '7 à 10 Dommages Air', '5 à 7 Fuite', '5 à 7 % Résistance Eau', '5 à 7 % Résistance Terre', '3 à 4% Coups Critiques', '1 Invocations', '28 à 36 (dommages Neutre)', '6 à 9 (vol Air)', '5 à 8 Esquive PM', '9 à 12 Résistance Neutre', '9 à 12 Résistance Feu']"
Dague Adou,Dague,175,"['Coco du Bitouf Sombre', 'Tresse du Poolay', 'Galet brasillant', 'Essence de Kimbo', 'Ecaille de Kailleu', 'Pointe de Lance de Tournoyé', 'Baguette de Tétonuki', 'Pinceau du Tanukouï San']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :20% (+7)', 'Agilité de base > 250 etChance de base > 250']","['8 à 13 (dommages Air)', '8 à 13 (dommages Eau)', '1 à 2 (vol Neutre)', '31 à 50 Chance', '31 à 50 Agilité', '31 à 50 Force', '31 à 40 Sagesse', '151 à 200 Vitalité', '4 à 6 Dommages', '11 à 20 Prospection', '6 à 10 Résistance Air', '6 à 10 Résistance Feu', '5 à 7 % Résistance Neutre', '5 à 7 % Résistance Terre', '5 à 8 Esquive PA']"
Marteau Racle,Marteau,173,"['Laine de Maho Givrefoux', 'Queue de Yomi Givrefoux', 'Incisive de Kami Givrefoux', 'Galet acajou', 'Ethmoïde du Minotot', 'Essence de Kimbo', 'Fragment de Zombibé', ""Poing rocheux d'Ishigro Pake""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+8)', 'Agilité de base > 200 etForce > 130']","['18 à 30 (dommages Neutre)', '9 à 15 (dommages Air)', '151 à 200 Vitalité', '31 à 50 Force', '31 à 50 Agilité', '31 à 40 Sagesse', '2 à 3% Coups Critiques', '301 à 400 Initiative', '11 à 20 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Air', '7 à 10 Résistance Air', '7 à 10 % Résistance Feu', '4 à 5 Retrait PM']"
Arc de Guten Tak,Arc,173,"['Bave gluante', 'Coeur de Crapeur', 'Laine de Yokaï Givrefoux', 'Estomac du Perkü', 'Galet acajou', 'Peau sale du Roi Skaille', 'Aquarakne de Crânonier', 'Essence de Tengu Givrefoux']","['PA :4 (1 utilisation par tour)', 'Portée :3 à 8', 'CC :25% (+7)', 'Force > 200 etChance de base > 150']","['21 à 30 (dommages Neutre)', '1 (vol Terre)', '1 (vol Eau)', '201 à 250 Vitalité', '31 à 40 Force', '31 à 40 Chance', '21 à 30 Sagesse', '2 à 3% Coups Critiques', '11 à 15 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Eau', '11 à 15 Résistance Terre', '11 à 15 Résistance Eau', '4 à 5 Retrait PA', '4 à 5 Fuite', '11 à 15 Résistance Critiques']"
Le Thanos,Bâton,172,"['Oreille de Soryo Givrefoux', 'Laine de Maho Givrefoux', 'Galet brasillant', 'Ethmoïde du Minotot', 'Dent de Kailleu', 'Essence de Tynril', 'Eau de Kwapa', 'Sarbacane en Bambou']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :0%', 'Intelligence de base > 150 etSagesse de base > 300']","['11 à 20 (vol Feu)', '8 à 12 (PV rendus)', '8 à 12 (PV rendus)', '8 à 12 (PV rendus)', '8 à 12 (PV rendus)', '251 à 300 Vitalité', '41 à 60 Intelligence', '31 à 50 Sagesse', '7 à 10 Soins', '1 PO', '1 Invocations', '11 à 20 Prospection', '7 à 10 Dommages Feu', '7 à 10 Dommages Eau', '7 à 10 Dommages Air', '7 à 10 Résistance Air', '7 à 10 % Résistance Terre', '5 à 7 Fuite', '-16 à 20 Dommages Poussée']"
La Bêche à Mel,Pelle,172,"['Kristalite', 'Planche en If', ""Culotte à l'envers du Roissingue"", 'Laine de Maho Givrefoux', 'Calumet Zoth', 'Pic de Pikténia', 'Tourmaline', 'Essence de Zombrute']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+12)', 'Chance de base > 250 etIntelligence de base > 250']","['16 à 30 (dommages Feu)', '16 à 30 (dommages Eau)', '31 à 50 Intelligence', '31 à 50 Chance', '26 à 40 Sagesse', '101 à 150 Vitalité', '6 à 10 Dommages', '1 PO', '11 à 15 Prospection', '6 à 8 % Résistance Feu', '6 à 8 % Résistance Eau', '-7 à 10 Retrait PM']"
Baguette du Chêne Mou,Baguette,172,"['Bois de Bambou Sacré', ""Souche de l'Abrakleur clair"", 'Huile de Pirate', 'Résidu de Solfataré', 'Galet acajou', 'Oreille de Sphincter Cell', 'Essence de Chêne Mou', 'Concombre']","['PA :3 (2 utilisations par tour)', 'Portée :3 à 5', 'CC :20% (+7)', 'Intelligence de base > 400 etChance de base > 250 etSagesse de base > 150']","['1 à 25 (dommages Feu)', '1 à 15 (vol Eau)', '201 à 300 Initiative', '31 à 50 Intelligence', '31 à 50 Sagesse', '8 à 10 Soins', '31 à 50 Chance', '151 à 250 Vitalité', '5 à 7 % Résistance Feu', '5 à 7 % Résistance Eau', '5 à 7 Dommages', '1 à 2 Invocations']"
Dagues Eudin,Dague,171,"['Tresse du Poolay', 'Ecusson du Sergent Zoth', 'Ventouse du Kralamoure géant', 'Cuir de Givrefoux', 'Galet Solaire', 'Dent de Cycloporth', ""Cheveux d'Alhyène"", 'Essence de Zombrute']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :25% (+6)', 'Force > 350 etAgilité de base > 200']","['7 à 10 (dommages Terre)', '9 à 14 (dommages Neutre)', '31 à 50 Force', '31 à 50 Agilité', '151 à 200 Vitalité', '3 à 4% Coups Critiques', '6 à 10 Dommages', '201 à 400 Initiative', '6 à 10 Prospection', '6 à 10 % Résistance Terre', '7 à 10 Résistance Critiques', '4 à 5 Esquive PA', '4 à 6 Tacle']"
Lance Horselé,Bâton,170,"['Kriptonite', 'Bave gluante', 'Tourmaline', 'Viscères du Roi Skaille', 'Fragment de Zombibé', 'Protection de Funespadon', 'Pointe de Lance de Tournoyé', 'Essence de Sphincter Cell']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :20% (+7)']","['18 à 25 (dommages Eau)', '18 à 25 (dommages Air)', '151 à 200 Vitalité', '31 à 50 Chance', '31 à 50 Agilité', '6 à 11 Résistance Neutre', '6 à 11 Résistance Feu', '6 à 10 Dommages Eau', '6 à 10 Dommages Air', '4 à 7 % Résistance Neutre', '4 à 7 % Résistance Feu', '3 à 7 Esquive PA', '3 à 5% Coups Critiques', '1 PO']"
Hache Achinecride,Hache,170,"['Cuir de Givrefoux', 'Laine de Yokaï Givrefoux', 'Cervelle de Courtilieur', 'Incisive de Kami Givrefoux', 'Galet brasillant', 'Peau sale du Roi Skaille', 'Protection de Funespadon', 'Essence de Tengu Givrefoux']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+12)']","['16 à 32 (dommages Terre)', '8 à 16 (dommages Air)', '201 à 250 Vitalité', '41 à 60 Force', '41 à 60 Agilité', '31 à 40 Sagesse', '1 PO', '11 à 20 Prospection', '6 à 8 Dommages Neutre', '6 à 8 Dommages Terre', '6 à 8 Dommages Air', '6 à 8 Dommages Feu', '5 à 7 Résistance Feu', '5 à 7 % Résistance Eau', '4 à 5 Retrait PA', '7 à 10 Dommages Poussée']"
L'Epée Rilleuse,Épée,169,"['Rutile', 'Planche en Bois de Kaliptus', 'Huile de Pirate', 'Mât de Fantômat', 'Oeil de Vigie Pirate', 'Scapula de Ben le Ripate', 'Bout d’Armure de Macrab', 'Essence de Kanigroula']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+5)']","['26 à 50 (dommages Neutre)', '3 à 4 (vol Terre)', '31 à 50 Force', '201 à 300 Vitalité', '11 à 20 Prospection', '6 à 10 Dommages', '1 PO']"
Bâton des Prophètes,Bâton,169,"['Tresse du Poolay', 'Coquille de Fantimonier', 'Résidu de Solfataré', 'Oeuf vapeur', 'Galet boucané', ""Essence d'Obsidiantre"", 'Oreille de Médibwork', 'Concombre', 'Anneau des Prophètes', 'Ceinture des Prophètes', 'Bâton des Prophètes']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+10)', 'Intelligence de base > 150 etChance de base > 150']","['20 à 30 (dommages Neutre)', '4 à 6 (vol Feu)', '-1 PA', '151 à 200 Vitalité', '31 à 40 Intelligence', '31 à 40 Chance', '31 à 40 Sagesse', '2 à 3% Coups Critiques', '4 à 5 Soins', '1 PO', '11 à 15 Prospection', '8 à 12 Dommages Feu', '8 à 12 Dommages Eau', '7 à 10 Résistance Neutre', '3 à 4 Retrait PM', '7 à 10 Résistance Critiques']"
Baguette Héroclite,Baguette,168,"['Kouartz', 'Huile de Pirate', 'Oeil de Vigie Pirate', 'Tourmaline', 'Queue de Kanigroula', 'Fragment de Zombibé', 'Aquarakne de Crânonier', 'Essence de Zombrute']","['PA :3 (2 utilisations par tour)', 'Portée :2 à 5', 'CC :15% (+6)']","['21 à 30 (dommages Neutre)', '4 à 5 (vol Eau)', '151 à 200 Vitalité', '41 à 60 Chance', '31 à 40 Sagesse', '11 à 20 Prospection', '3 à 5 Tacle', '7 à 10 Dommages Eau', '5 à 7 % Résistance Feu', '5 à 7 % Résistance Terre', '3 à 5 Retrait PM', '2 à 3% Coups Critiques', '1 PO']"
Arc Tangente,Arc,167,"['Kriptonite', 'Feuille de Blop Multicolore Royal', 'Résidu de Solfataré', 'Oeuf vapeur', 'Tuf de Mofette', 'Galet boucané', 'Bout d’Armure de Macrab', 'Essence de Sphincter Cell']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 8', 'CC :20% (+7)', 'Force > 250 etChance de base > 250 etIntelligence de base > 150']","['10 à 14 (dommages Terre)', '10 à 14 (dommages Eau)', '4 à 6 (vol Feu)', '201 à 250 Vitalité', '31 à 40 Force', '31 à 40 Chance', '31 à 40 Intelligence', '21 à 30 Sagesse', '2 à 3% Coups Critiques', '1 PO', '11 à 15 Prospection', '7 à 10 Dommages Terre', '7 à 10 Dommages Eau', '7 à 10 Dommages Feu', '2 à 3 Fuite']"
Marteau R'Gnole,Marteau,166,[],[],[]
Canne Hassukre,Bâton,165,"['Planche en Bambou Doré', 'Mât de Fantômat', 'Poil de Ben le Ripate', 'Galet acajou', 'Bout d’Armure de Macrab', 'Peau de Krambwork', 'Essence de Minotot', 'Eau de Kwapa']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :25% (+7)', 'Force > 350']","['22 à 32 (dommages Terre)', '3 à 5 (vol Neutre)', '141 à 180 Vitalité', '41 à 60 Force', '41 à 60 Agilité', '21 à 30 Sagesse', '5 à 7 Soins', '1 PO', '1 Invocations', '101 à 200 Initiative', '8 à 12 Dommages Terre', '8 à 12 Dommages Feu', '8 à 12 Dommages Eau', '-3 à 4 % Résistance Feu', '3 à 4 Retrait PM', '7 à 10 Résistance Critiques', '3 à 4 % Résistance Eau']"
Épée du saigneur de vampires,Épée,165,"['Perruque du Kimbo', 'Tuf de Mofette', 'Carapace de Ver des Sables', 'Dent de Cycloporth', 'Tourmaline', ""Essence d'Obsidiantre"", 'Tignasse de Kanihilan', 'Protection de Funespadon']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :15% (+7)', 'Agilité de base > 300 etIntelligence de base > 300']","['201 à 250 Vitalité', '41 à 60 Intelligence', '41 à 60 Agilité', '11 à 15 Puissance', '26 à 35 Sagesse', '4 à 5 Fuite', '7 à 10 Dommages Feu', '7 à 10 Dommages Air', '9 à 12 Dommages Poussée', '5 à 8 % Résistance Neutre', '3 à 4% Coups Critiques', '1 PO', '19 à 28 (dommages Neutre)', '3 à 4 (vol Air)', '3 à 4 (vol Feu)']"
Canne Hassukre Édulcorée,Bâton,165,[],"['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+6)', 'Objet non équipable']","['24 à 35 (dommages Terre)', '3 à 5 (vol Neutre)', '141 à 180 Vitalité', '41 à 60 Force', '41 à 60 Agilité', '21 à 30 Sagesse', '5 à 7 Soins', '1 PO', '1 Invocations', '101 à 200 Initiative', '8 à 12 Dommages Terre', '8 à 12 Dommages Feu', '8 à 12 Dommages Eau', '-4 à 5 % Résistance Feu', '3 à 4 Retrait PM', '7 à 10% Coups Critiques']"
Youyettes,Dague,164,"['Huile de Pirate', 'Coquille de Fantimonier', 'Oeuf vapeur', 'Pierre de Fumrirolle', 'Ethmoïde du Minotot', 'Tourmaline', ""Essence d'Obsidiantre"", ""Akaslip d'Akakwa""]","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :10% (+2)', 'Force > 350 etAgilité de base > 200 etPM < 6']","['16 à 24 (dommages Neutre)', '4 à 6 (vol Terre)', '151 à 200 Vitalité', '31 à 50 Force', '31 à 50 Agilité', '31 à 40 Sagesse', '301 à 400 Initiative', '11 à 15 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Terre', '7 à 10 Dommages Air', '7 à 10 % Résistance Air', '-7 à 10 Tacle', '7 à 10 Résistance Critiques']"
Fuschia,Épée,163,[],[],[]
Baguette Hernuement,Baguette,163,"['Fleur de Blop Multicolore Royal', 'Huile de Pirate', ""Pierre d'Atomystique"", 'Pierre de Fumrirolle', 'Tuf de Mofette', 'Tourmaline', 'Protection de Funespadon', 'Essence de Kanigroula']","['PA :4 (1 utilisation par tour)', 'Portée :2 à 4', 'CC :20% (+10)', 'Intelligence de base > 250 etChance de base > 250']","['12 à 20 (dommages Neutre)', '5 à 8 (dommages Feu)', '5 à 8 (dommages Eau)', '151 à 200 Vitalité', '31 à 50 Intelligence', '31 à 50 Chance', '31 à 40 Sagesse', '7 à 10 Soins', '1 PO', '101 à 200 Initiative', '7 à 10 Dommages Feu', '7 à 10 Dommages Eau', '7 à 10 Résistance Neutre', '5 à 7 % Résistance Terre', '5 à 7 % Résistance Air', '4 à 5 Tacle']"
Hache Sueur Rance,Hache,162,"['Kouartz', 'Bouée de Fantomalamère', 'Huile de Pirate', 'Galet acajou', 'Essence de Ben le Ripate', 'Queue de Kanigroula', 'Aquarakne de Crânonier', 'Peau de Krambwork']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :5% (+10)', 'Sagesse de base > 200 etForce > 300']","['10 (vol Terre)', '30 (dommages Neutre)', '31 à 45 Force', '31 à 40 Sagesse', '151 à 200 Vitalité', '5 à 7% Coups Critiques', '6 à 10 Dommages', '11 à 15 Prospection', '7 à 10 % Résistance Eau', '11 à 15 Résistance Eau', '11 à 15 Résistance Air']"
Bâton K'Tueuh,Bâton,161,"['Perruque du Kimbo', 'Oeuf vapeur', 'Pierre de Fumrirolle', 'Galet rutilant', 'Pic de Pikténia', ""Essence d'Obsidiantre"", 'Eau de Kwapa', ""Akaslip d'Akakwa""]","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :10% (+12)', 'Chance de base > 250']","['16 à 25 (dommages Neutre)', '4 à 6 (vol Eau)', '151 à 200 Vitalité', '31 à 50 Chance', '16 à 25 Sagesse', '3 à 4% Coups Critiques', '7 à 10 Soins', '1 PM', '1 Invocations', '11 à 15 Prospection', '7 à 10 Dommages Neutre', '7 à 10 Dommages Eau', '7 à 10 Résistance Feu', '7 à 10 Résistance Air', '4 à 5 Fuite']"
